Date,Time (UTC),User,Utterance
2022-07-16,16:42:29,chocobabis D,D:
2022-07-16,16:42:29,notnownico D,D: poor billy
2022-07-16,16:42:29,TheBanMagnet69,most wholesome Daph moment OMEGALUL
2022-07-16,16:42:30,Vexiann36,toxic vtuber
2022-07-16,16:42:30,d1nkdonk,stopbeingMean
2022-07-16,16:42:31,cokepepsi101,hell  yeah
2022-07-16,16:42:31,amundporta,atpRtsd
2022-07-16,16:42:32,PaulAtlantic,and she never came back PepeLaugh
2022-07-16,16:42:32,zodiacRex,PepeHands cancelled already
2022-07-16,16:42:32,cokepepsi101,brother
2022-07-16,16:42:33,thebombdevil,PogO cancelled on your debut
2022-07-16,16:42:33,pjb_,cancel the duck!
2022-07-16,16:42:34,abandonedtamagotchi,not everyone speaks english stopbeingMean
2022-07-16,16:42:34,Tiny_Mario D,D: least wholesome vtuber
2022-07-16,16:42:35,Jepzoons,are you gonna replace daphSit with daphichan duck?
2022-07-16,16:42:36,AoRailgun,flesher daph would've shot them KEKWait
2022-07-16,16:42:38,wauberz98,cute chatter peepoHappy
2022-07-16,16:42:38,Stikz115,atpRtsd you're lucky ou were not banned
2022-07-16,16:42:39,Stormstar13,VietNaMeseManWavingHisGun now shoot
2022-07-16,16:42:40,MrWatt0melon I make duck drawing ) https,I make duck drawing :) https://twitter.com/freddiboiii/status/1548346888004329476
2022-07-16,16:42:40,jaaawn,BogU
2022-07-16,16:42:40,durenzo,durenzo gifted a Tier 1 sub to uwursulart! They have given 8 Gift Subs in the channel! 
2022-07-16,16:42:40,noemii,POGCRAZY
2022-07-16,16:42:41,omniknighte,And stuff KEKW
2022-07-16,16:42:41,jassizl,leave them alone they just were happy to see ur debutt FeelsWeakMan
2022-07-16,16:42:41,hansanze,toxic v tuber PogO
2022-07-16,16:42:42,Tamtatek ,:D
2022-07-16,16:42:44,SandyPajamas,Jammies
2022-07-16,16:42:46,tigerrsz,nutTasty duck feet
2022-07-16,16:42:46,blearyplant,HYPERJAMMIES
2022-07-16,16:42:47,pjb_,ratJAM
2022-07-16,16:42:47,rchyuan,Jammies
2022-07-16,16:42:48,tuskrr,HYPERJAMMIES
2022-07-16,16:42:48,rosaliex,POGGERS
2022-07-16,16:42:48,uwursulart,LMAOOO dw my english is broke first language is spanish lol
2022-07-16,16:42:49,TheBanMagnet69,atpRtsd4 now shoot him for 7 days for fun
2022-07-16,16:42:51,keibot_,cykaPls
2022-07-16,16:42:52,chocobabis,duck is secretly rude af
2022-07-16,16:42:52,gwcnpool,did the duck eat daph monkaW
2022-07-16,16:42:53,noemii,OMEGALUL
2022-07-16,16:42:53,itssid_,monkaW
2022-07-16,16:42:54,jassizl,monkaW
2022-07-16,16:42:54,Syreem,you are no longer an inspiration to them
2022-07-16,16:42:55,uwursulart TYSM FOR THE SUB ,TYSM FOR THE SUB :P
2022-07-16,16:42:55,다프니,monkaW
2022-07-16,16:42:55,ror0o0,HYPERJAMMIES
2022-07-16,16:42:56,cokepepsi101,dear god
2022-07-16,16:42:57,Vexiann36,monkaW
2022-07-16,16:42:57,ininside,OMEGALUL
2022-07-16,16:42:57,Tiny_Mario,monkaW
2022-07-16,16:42:58,fruitysena,Is that a duck in a strawberry onesie?
2022-07-16,16:42:58,uujin127,monkaW ??
2022-07-16,16:42:58,PaulAtlantic,BogU HYPERCLAP
2022-07-16,16:42:58,Duanotic,monkaEyes
2022-07-16,16:42:58,thebombdevil,monkaW
2022-07-16,16:42:59,noemii,monkaW
2022-07-16,16:43:00,abandonedtamagotchi,monkaW
2022-07-16,16:43:00,bunnikoi,KEKW
2022-07-16,16:43:00,poppinjelly99,monkaOMEGA
2022-07-16,16:43:01,sproggidy,monkaW she's out
2022-07-16,16:43:01,TheBanMagnet69,monkaS the fuck
2022-07-16,16:43:01,cyberp1ss,LOL
2022-07-16,16:43:01,Gant3nG_,monkaW oh my
2022-07-16,16:43:02,springroIl,monkaW
2022-07-16,16:43:02,rchyuan,monkaW 👍
2022-07-16,16:43:03,Alexmae,ROFL
2022-07-16,16:43:03,removal6,PogO
2022-07-16,16:43:04,Deflo__,monkaW
2022-07-16,16:43:04,itssid_,guam prison gaurd pov monkaW
2022-07-16,16:43:04,0627pm,I missed your chilling with chat vods dankSad
2022-07-16,16:43:05,xMarsipan,OMEGALUL
2022-07-16,16:43:05,j0yj0yx,daphWeird
2022-07-16,16:43:05,axekkkk,u got a nip on your head
2022-07-16,16:43:06,Jepzoons,POGCRAZY Debute stream
2022-07-16,16:43:06,babaducke,monkaW
2022-07-16,16:43:07,abandonedtamagotchi,thats strawberry jam right monkaW
2022-07-16,16:43:07,nanjirru,HYPERJAMMIES
2022-07-16,16:43:07,omniknighte,KNIFE
2022-07-16,16:43:07,Kraberoo,is there a melon vtuber you skinned for that shirt?
2022-07-16,16:43:07,karlito312,is that a tampon
2022-07-16,16:43:08,01lovecity,OMEGALUL ??
2022-07-16,16:43:08,Leilax_,OMEGALUL 󠀀
2022-07-16,16:43:08,PaulAtlantic,no habla espanyol
2022-07-16,16:43:09,jassizl,OMEGALUL thank god inechi isnt here
2022-07-16,16:43:09,cokepepsi101,stay away from that duck
2022-07-16,16:43:09,inechi,😭
2022-07-16,16:43:10,madydearest,Go on
2022-07-16,16:43:10,when_ai_die,mikasa?
2022-07-16,16:43:10,Frith_tr,guam'd
2022-07-16,16:43:11,FreddyLA,this is very offensive
2022-07-16,16:43:11,Gant3nG_,AYAYA MIKASA
2022-07-16,16:43:11,cyberp1ss,KEKW ??
2022-07-16,16:43:13,inechi,i am jazzy
2022-07-16,16:43:14,dumplinken,monkaW
2022-07-16,16:43:14,inechi,OMEGALUL
2022-07-16,16:43:15,notnownico,buen intento dafne
2022-07-16,16:43:15,j0yj0yx,daphQuack
2022-07-16,16:43:15,Stormstar13,monkaW
2022-07-16,16:43:15,noemii,monkaOMEGA
2022-07-16,16:43:16,omniknighte,lol
2022-07-16,16:43:16,thebombdevil,monkaOMEGA
2022-07-16,16:43:16,PaulAtlantic,monkaW
2022-07-16,16:43:17,Taijex,ñ
2022-07-16,16:43:17,PedroAlonee,monkaOMEGA
2022-07-16,16:43:18,Miraeiz,monkaW
2022-07-16,16:43:18,Duanotic,OMEGALUL
2022-07-16,16:43:18,feinecaf,Dappa
2022-07-16,16:43:18,tuskrr,monkaOMEGA
2022-07-16,16:43:19,Shockcola,huh monkaW
2022-07-16,16:43:19,kerokerobee_,monkaW
2022-07-16,16:43:19,CetZiZ,daphCustomerDisservice
2022-07-16,16:43:19,gwcnpool WHO DID YOU KILL D,WHO DID YOU KILL D:
2022-07-16,16:43:20,Deflo__,monkaOMEGA
2022-07-16,16:43:20,ininside,monkaW
2022-07-16,16:43:20,01lovecity,monkaW
2022-07-16,16:43:21,masterofmagnet,monakS origin story
2022-07-16,16:43:21,frozenfishpotato,daphBlind
2022-07-16,16:43:21,TiLLInfinity,the lore POGCRAZY
2022-07-16,16:43:21,mani_1337,daphCustomerDisservice
2022-07-16,16:43:21,thebombdevil,daphCustomerDisservice flesh suit
2022-07-16,16:43:22,thewiserparadox_,DAPH?!?!?
2022-07-16,16:43:22,carbontoaster,monkaW gotcha
2022-07-16,16:43:23,Gant3nG_,monkaW wait
2022-07-16,16:43:24,aran_k7,monkaW
2022-07-16,16:43:25,cokepepsi101,ohnonoonono
2022-07-16,16:43:26,Viormash,aww
2022-07-16,16:43:26,다프니,Stare
2022-07-16,16:43:26,blyt3_,monkaW
2022-07-16,16:43:26,madydearest,Sounds about right
2022-07-16,16:43:26,hansanze,NEW LORE POGCRAZY
2022-07-16,16:43:28,zodiacRex,daphCustomerDisservice hello fellow humans
2022-07-16,16:43:28,sgt_cheems,PogO why would you escape guam
2022-07-16,16:43:28,Miistma,Dappa
2022-07-16,16:43:29,AxeIcaje,kazuha 105k tweets
2022-07-16,16:43:29,a_m_i_m_i_r,monkaW wtf
2022-07-16,16:43:29,rchyuan,daphCustomerDisservice skin suit
2022-07-16,16:43:29,다프니,Stare 🔪
2022-07-16,16:43:29,ackwell,VeryPog uh-huh
2022-07-16,16:43:29,itssid_,monkaOMEGA
2022-07-16,16:43:29,john_username,that explains the body odor
2022-07-16,16:43:30,j0yj0yx,daphThonk
2022-07-16,16:43:31,karlito312,DankG
2022-07-16,16:43:31,Vexiann36,monkaW someone send help
2022-07-16,16:43:32,Beboperr,meat space monkaW
2022-07-16,16:43:32,dido_sama,@fruitysena isn't it a watermelon?
2022-07-16,16:43:33,rosaliex,DankG
2022-07-16,16:43:33,slemdog,Dappa
2022-07-16,16:43:34,MechLord,that sounds like a plot from fnaf
2022-07-16,16:43:34,bowlyun,monkaW interesting
2022-07-16,16:43:34,Wockkstarr,daphT
2022-07-16,16:43:34,SecretsMimi,vflesher monkaW
2022-07-16,16:43:35,gabsk,nice
2022-07-16,16:43:35,omniknighte,Ok then
2022-07-16,16:43:36,KiNG_wzrd47,DankG
2022-07-16,16:43:36,masterofmagnet,monkaW Origin Story
2022-07-16,16:43:37,mooNeeya,monkaW
2022-07-16,16:43:37,blearyplant,monkaS
2022-07-16,16:43:39,proxgs_,Pog not even her final form
2022-07-16,16:43:40,hansanze,are you a depressed duck?
2022-07-16,16:43:41,Deflo__,pepeW form 2
2022-07-16,16:43:41,ItsStuffhere,you came out!
2022-07-16,16:43:42,zblim,i see i see monkaW
2022-07-16,16:43:42,j0yj0yx,daphPotion
2022-07-16,16:43:43,PaulAtlantic,You killed a rising kpop star PogO
2022-07-16,16:43:44,zusdota,daphQuad
2022-07-16,16:43:45,ror0o0,breached containment monkaS
2022-07-16,16:43:47,Tiny_Mario,POGCRAZY
2022-07-16,16:43:48,gwcnpool,do your duck insides smell like roast duck
2022-07-16,16:43:48,sproggidy,POGCRAZY vtuber lore
2022-07-16,16:43:50,ttttttttttong,BogU lore?
2022-07-16,16:43:50,ShadyKGaming,"Holayyy, I napped and you transformed into a duck daphW"
2022-07-16,16:43:52,BoggsBot,Dappa
2022-07-16,16:43:53,Tinysorus,is this splatoon music
2022-07-16,16:43:53,thebombdevil,Dappa
2022-07-16,16:43:54,karlito312,Dappa
2022-07-16,16:43:55,vctimwa,guamtanamo?
2022-07-16,16:43:55,lordshungite,Dappa
2022-07-16,16:43:55,Tiny_Mario,Dappa
2022-07-16,16:43:56,axekkkk,wtf is guam
2022-07-16,16:43:56,danne88,nymnDespair
2022-07-16,16:43:56,hansanze,Dappa
2022-07-16,16:43:57,zzztimesinfinity,KEKWait
2022-07-16,16:43:57,removal6,Dappa
2022-07-16,16:43:58,K3lp_Juice,KEKW SCP lore?
2022-07-16,16:43:58,mqrgo,Dappa
2022-07-16,16:43:58,chiyu_yosei,Dappa
2022-07-16,16:43:59,KiNG_wzrd47,Dappa
2022-07-16,16:43:59,ininside,Dappa
2022-07-16,16:43:59,Gant3nG_,monkaW FNAF PLOT
2022-07-16,16:43:59,SandyPajamas,reeferSad
2022-07-16,16:43:59,noemii,Dappa
2022-07-16,16:44:00,aran_k7,"i'm sad the duck killed daph but i guess it had to be done, can't blame them"
2022-07-16,16:44:00,ackwell,Dappa
2022-07-16,16:44:00,KouMatsuoka,ptsd
2022-07-16,16:44:00,wwblackb,kpop star from guam = g-pop star no?
2022-07-16,16:44:01,Ponchi8,Dappa
2022-07-16,16:44:01,Beboperr,dappy duck
2022-07-16,16:44:01,Miistma,donkSad sad past
2022-07-16,16:44:02,TheBanMagnet69,shellshock Dappa
2022-07-16,16:44:02,abrandofmint,Dappa
2022-07-16,16:44:03,UnicornCrimes,Youtube debut video NODDERS
2022-07-16,16:44:04,d1nkdonk,Dappa
2022-07-16,16:44:04,Frith_tr,that time in guam moon2SUFFER
2022-07-16,16:44:04,cokepepsi101,Haunted RP
2022-07-16,16:44:04,Ludens_VII,Dappa the incident
2022-07-16,16:44:05,a_m_i_m_i_r,ptsd Dappa
2022-07-16,16:44:06,Duanotic,Dappa
2022-07-16,16:44:07,mtw231,Dappa
2022-07-16,16:44:08,rchyuan,Dappa trauma
2022-07-16,16:44:08,25toner,Do you play runescape @39daph
2022-07-16,16:44:09,stilinski_90,"If someone based an Internet meme on you, it would have impeccable grammar daphPotion daphPotion"
2022-07-16,16:44:11,hansanze,...
2022-07-16,16:44:12,rishan6969,What is going on with the neighbours saga?
2022-07-16,16:44:12,illusiveSaint,Dappa
2022-07-16,16:44:12,wauberz98,I can see it in your eyes Dappa
2022-07-16,16:44:12,nanjirru,Guam ports are closed how you managed to escape?
2022-07-16,16:44:13,sgt_cheems,Dappa cant wash away the blood
2022-07-16,16:44:13,rharr128,rharr128 subscribed at Tier 1. They've subscribed for 4 months! yey
2022-07-16,16:44:13,AoRailgun,axekkkk omg you did NOT just asked that
2022-07-16,16:44:15,gwcnpool,FNAF lore PogO
2022-07-16,16:44:15,notnownico,"Dappa july 3rd, 1978"
2022-07-16,16:44:16,jowaaaaaaaa,anyone make that can make this duck 3d catchek
2022-07-16,16:44:20,karlito312,daphBeg
2022-07-16,16:44:20,jowaaaaaaaa,anyone make that can make this duck 3d catCheck
2022-07-16,16:44:20,elchzard,my twitch recap says daph streamed for 0 seconds last month
2022-07-16,16:44:20,illusiveSaint,HYPERJAMMIES
2022-07-16,16:44:22,Miistma,BogU
2022-07-16,16:44:23,itssid_,EZ Clap
2022-07-16,16:44:24,sayawada,Dappa
2022-07-16,16:44:24,noemii,daphM
2022-07-16,16:44:25,KiNG_wzrd47,daphM
2022-07-16,16:44:25,Klaxsin,how did I get to the duck stream if daph is still streaming? is this real?
2022-07-16,16:44:25,homiechampnaugh,"this duck has a dark, mysterious past Dappa"
2022-07-16,16:44:26,TiLLInfinity,any kids ?
2022-07-16,16:44:27,다프니,daphM
2022-07-16,16:44:27,feinecaf,daphW 🔪 daphO
2022-07-16,16:44:29,UnicornCrimes,daphM buy Guam
2022-07-16,16:44:29,bestplayer00001,daphCheer1000 I'm proud to be Filipino ☺️
2022-07-16,16:44:30,nanjirru,BogU
2022-07-16,16:44:30,MechLord,daphM
2022-07-16,16:44:31,PaulAtlantic,GIGADAPH buys guam
2022-07-16,16:44:31,TheBanMagnet69,moon2WOW
2022-07-16,16:44:31,noemii,daphCheer
2022-07-16,16:44:32,AoRailgun,Gladge
2022-07-16,16:44:32,detectpurp,do you clean your room like all other vtubers?
2022-07-16,16:44:32,a_m_i_m_i_r,BogU Guam domination
2022-07-16,16:44:34,Tiny_Mario,AYAYA duck chan
2022-07-16,16:44:34,KALEMPONG,long strim DonkHappy
2022-07-16,16:44:34,Beboperr,no
2022-07-16,16:44:34,SandyPajamas,BogShamb not illegal
2022-07-16,16:44:35,abrandofmint,what did you do in 1992?
2022-07-16,16:44:35,gwcnpool,where's your gofundme
2022-07-16,16:44:39,mqrgo,duck-chan AYAYA
2022-07-16,16:44:39,Viormash,you have my support duck chan peepoClap
2022-07-16,16:44:40,wauberz98,BogU Clap duck-chan go
2022-07-16,16:44:40,dear_jaein,duck chan <3
2022-07-16,16:44:40,itssid_,swagapino
2022-07-16,16:44:40,dumplinken,duck-chan!
2022-07-16,16:44:44,evienus,do they speak japanese in guam
2022-07-16,16:44:44,feinecaf ,:)
2022-07-16,16:44:45,BoggsBot,🇵🇭 daphCheer
2022-07-16,16:44:45,noemii ,:)
2022-07-16,16:44:46,einashiteru,swagapino POGCRAZY
2022-07-16,16:44:46,Stikz115,swagapino WICKED
2022-07-16,16:44:46,TheBanMagnet69,lacBRUH
2022-07-16,16:44:46,PaulAtlantic,swagapino POGCRAZY
2022-07-16,16:44:47,ahsokass,daphSociety
2022-07-16,16:44:48,itssid_,WICKED
2022-07-16,16:44:48,mrkeepr,EZ
2022-07-16,16:44:49,cyberp1ss,AYAYA pls donate to duck-chan
2022-07-16,16:44:49,heIblind,POGCRAZY
2022-07-16,16:44:49,PizzaDawg,supporting war criminals daphHug
2022-07-16,16:44:50,Deflo__,POGCRAZY
2022-07-16,16:44:50,pjb_,daphCorpa on my way to buy guam
2022-07-16,16:44:50,aran_k7,where was duck-chan on january 6th
2022-07-16,16:44:51,cokepepsi101,LUL
2022-07-16,16:44:51,AoRailgun,swagapino daphCheer
2022-07-16,16:44:51,mtw231,POGCRAZY
2022-07-16,16:44:52,TABLEAUx_VIVANTs,@39daph bro song name please bro peepoJAMMER
2022-07-16,16:44:52,cokepepsi101,what
2022-07-16,16:44:52,mergenaug,HELLAWICKED
2022-07-16,16:44:53,sproggidy,POGCRAZY swagapino
2022-07-16,16:44:53,Gant3nG_,BogU SWAGAPINO
2022-07-16,16:44:53,hansanze,finally guam will open their border POGCRAZY
2022-07-16,16:44:54,monadchi,POGCRAZY swagapino
2022-07-16,16:44:54,abrandofmint,POGCRAZY
2022-07-16,16:44:55,nanjirru,POGCRAZY
2022-07-16,16:44:55,Shockcola,Swagapino WICKED
2022-07-16,16:44:56,Viormash,war criminal raid after stream? BogU
2022-07-16,16:44:57,vicea,do u have any allies or are u solo
2022-07-16,16:44:59,nomuuuu_,POGCRAZY swagapino
2022-07-16,16:44:59,theredsummer127,swag
2022-07-16,16:44:59,galacticwandererrr,SWAGAPINOOOO BogU
2022-07-16,16:44:59,K3lp_Juice,GIGADAPH Swagapinos
2022-07-16,16:45:00,kerokerobee_,POGCRAZY
2022-07-16,16:45:00,pjb_,Jammies
2022-07-16,16:45:02,noemii,Jammies
2022-07-16,16:45:03,LeMapleMoose,where were you when Yugoslavia collapsed?
2022-07-16,16:45:04,a_m_i_m_i_r,swagapino POGCRAZY abaaa
2022-07-16,16:45:06,vintagekimchi,Jammies
2022-07-16,16:45:07,01lovecity,Jammies
2022-07-16,16:45:07,rchyuan,Jammies
2022-07-16,16:45:08,ofoshitwo,filipinos still fucking awake its like 12 am
2022-07-16,16:45:08,beepleks,Jammies
2022-07-16,16:45:10,AoRailgun,ally!
2022-07-16,16:45:10,itssid_,NOOO
2022-07-16,16:45:11,pjb_,NOOO
2022-07-16,16:45:11,noemii,NOOO
2022-07-16,16:45:11,mtw231,!korean
2022-07-16,16:45:11,StreamElements,NO U fuBaldi
2022-07-16,16:45:11,UnicornCrimes,NOOO
2022-07-16,16:45:11,Shockcola,Dappa
2022-07-16,16:45:12,KiNG_wzrd47,NOOO
2022-07-16,16:45:12,Tiny_Mario,donkSad grape kun
2022-07-16,16:45:12,tuskrr,NOOO
2022-07-16,16:45:12,다프니,Sadge
2022-07-16,16:45:12,SandyPajamas,FeelsWeakMan
2022-07-16,16:45:12,karlito312,NOOO
2022-07-16,16:45:13,kerokerobee_,NOOO
2022-07-16,16:45:13,Yosen19,Dappa
2022-07-16,16:45:14,feinecaf,NOOO
2022-07-16,16:45:14,Miistma,KEKWait
2022-07-16,16:45:14,PaulAtlantic,widepeepoSad
2022-07-16,16:45:14,dido_sama,rip
2022-07-16,16:45:14,Kraberoo,NOOO
2022-07-16,16:45:14,rchyuan,NOOO
2022-07-16,16:45:14,notnownico,NOOO
2022-07-16,16:45:15,TheBanMagnet69,reeferSad
2022-07-16,16:45:15,heIblind,NOOO
2022-07-16,16:45:15,willfke,NOOO
2022-07-16,16:45:15,hansanze,i miss him Dappa
2022-07-16,16:45:15,Law720_o,LUL
2022-07-16,16:45:15,mqrgo,NOOO
2022-07-16,16:45:16,a_m_i_m_i_r,NOOO
2022-07-16,16:45:16,moorigold,NOOO
2022-07-16,16:45:16,blyt3_,NOOO
2022-07-16,16:45:17,sgt_cheems,KEKWait
2022-07-16,16:45:17,jowaaaaaaaa,Dappa
2022-07-16,16:45:17,furial,FeelsWeakMan grape-kun
2022-07-16,16:45:18,illusiveSaint,NOOO
2022-07-16,16:45:18,itssid_,i miss grape kun
2022-07-16,16:45:19,aran_k7,NOOO
2022-07-16,16:45:19,magkom,reeferSad
2022-07-16,16:45:20,KouMatsuoka,NOOO died in action
2022-07-16,16:45:23,sunaryathito,woah great detail
2022-07-16,16:45:23,BoggsBot,reeferSad
2022-07-16,16:45:25,vicea,NOOO
2022-07-16,16:45:25,03kun,!faq
2022-07-16,16:45:25,karlito312,FeelsWeakMan gurepu kun
2022-07-16,16:45:25,StreamElements LEARN TO READ DankG https,LEARN TO READ DankG https://bit.ly/3aHRlhx
2022-07-16,16:45:26,babaducke,reeferSad
2022-07-16,16:45:27,abrandofmint,NOOO
2022-07-16,16:45:27,Deltapope1,daph is so beautiful
2022-07-16,16:45:28,StreamElements,repeatedly asking stupid questions will get you shot daphMoodGun
2022-07-16,16:45:29,amundporta,grape-kun FeelsWeakMan
2022-07-16,16:45:29,bern__b,ngl you’re voice fits this avatar So well
2022-07-16,16:45:29,KiNG_wzrd47,donkSad
2022-07-16,16:45:29,GeekTuesdays,BibleThump
2022-07-16,16:45:29,Vexiann36,reeferSad
2022-07-16,16:45:30,andyeurysm,they didnt do surgery on grape kun
2022-07-16,16:45:30,FauxFX,@39daph are you gonna do spyxfamily merch?
2022-07-16,16:45:31,offbeatserenity,reeferSad
2022-07-16,16:45:32,Miistma,KEKWait how did he die ?
2022-07-16,16:45:32,Frith_tr,yuniiSob
2022-07-16,16:45:32,TheBanMagnet69,ripbozo reeferSad
2022-07-16,16:45:32,Ghoundim,reeferSad
2022-07-16,16:45:33,hjkJack,u ate him
2022-07-16,16:45:33,pjb_,garepu-kun NOOO
2022-07-16,16:45:33,illusiveSaint,KIA donkSad
2022-07-16,16:45:34,dido_sama,never forgor
2022-07-16,16:45:34,kerokerobee_,reeferSad
2022-07-16,16:45:37,atetoomuchhaiz,daphduck!
2022-07-16,16:45:37,zzztimesinfinity,FeelsWeakMan
2022-07-16,16:45:37,Kraberoo,he was part of the escape
2022-07-16,16:45:39,blyt3_,is that grape kun balls then
2022-07-16,16:45:40,AoRailgun,he had his favourite cardboard cutout of Ayaya penguin FeelsWeakMan
2022-07-16,16:45:42,gwcnpool,gwcnpool is gifting 5 Tier 1 Subs to 39daph's community! They've gifted a total of 21 in the channel! 
2022-07-16,16:45:42,gwcnpool,gwcnpool gifted a Tier 1 sub to MissfitRaven! 
2022-07-16,16:45:42,gwcnpool,gwcnpool gifted a Tier 1 sub to coranion! 
2022-07-16,16:45:42,gwcnpool,gwcnpool gifted a Tier 1 sub to oranget7! 
2022-07-16,16:45:42,gwcnpool,gwcnpool gifted a Tier 1 sub to Stevo_97! 
2022-07-16,16:45:42,gwcnpool,gwcnpool gifted a Tier 1 sub to veno_net! 
2022-07-16,16:45:42,Tiny_Mario,NOOO if only they had done the surgery
2022-07-16,16:45:43,notnownico,@Deltapope1 daphTYPERS
2022-07-16,16:45:43,stilinski_90,daphSlep daphStab
2022-07-16,16:45:46,Deflo__,heCrazy
2022-07-16,16:45:46,Superiorstickk,Grape-kun beefyFEELS
2022-07-16,16:45:46,noemii,heCrazy
2022-07-16,16:45:46,chisell,FeelsWeakMan he didn't make it out of guam
2022-07-16,16:45:46,BoggsBot,heCrazy
2022-07-16,16:45:46,tuskrr,heCrazy
2022-07-16,16:45:46,karlito312,heCrazy
2022-07-16,16:45:46,ttttttttttong,Killing is Assussy?
2022-07-16,16:45:47,PedroAlonee,heCrazy
2022-07-16,16:45:47,Juls_Juuki,heCrazy
2022-07-16,16:45:47,Coffebara,heCrazy
2022-07-16,16:45:48,feinecaf,heCrazy
2022-07-16,16:45:48,kerokerobee_,heCrazy
2022-07-16,16:45:49,when_ai_die,5 MILF POGGERS
2022-07-16,16:45:49,heIblind,heCrazy
2022-07-16,16:45:49,moorigold,heCrazy
2022-07-16,16:45:51,chiyu_yosei,heCrazy
2022-07-16,16:45:52,blyt3_,heCrazy
2022-07-16,16:45:52,mtw231,heCrazy 5 milfs
2022-07-16,16:45:52,illusiveSaint,turned into a car FeelsWeakMan
2022-07-16,16:45:52,yui__iuy,heCrazy
2022-07-16,16:45:52,saltkiss,heCrazy
2022-07-16,16:45:52,XgameJ,emoneyPain
2022-07-16,16:45:52,atetoomuchhaiz,this is so cute lol
2022-07-16,16:45:52,sgt_cheems,heCrazy
2022-07-16,16:45:53,cokepepsi101,Clap
2022-07-16,16:45:53,KiNG_wzrd47,heCrazy
2022-07-16,16:45:53,ScoxxOfficial,!uptime
2022-07-16,16:45:54,nomuuuu_,heCrazy 5 milfs
2022-07-16,16:45:54,StreamElements,"@itsScoxxX, 39daph has been streaming for  49 mins 18 secs"
2022-07-16,16:45:55,TheBanMagnet69,heCrazy FOR REAL?
2022-07-16,16:45:55,mqrgo,5 MILFS POGCRAZY
2022-07-16,16:45:55,yui__iuy,daphM
2022-07-16,16:45:56,nukehobo,U been smoking the reefers again Daph? Smodge
2022-07-16,16:45:57,SandyPajamas,NOOO
2022-07-16,16:45:57,gwcnpool,for your take over of guam @39daph
2022-07-16,16:45:57,roxasxxi,huh daphh is streamin again??
2022-07-16,16:45:59,Stikz115,BogU its working
2022-07-16,16:45:59,zblim,HOLY 5 MILFS
2022-07-16,16:46:00,gimme_wantan,heCrazy
2022-07-16,16:46:03,contruk,what a milf
2022-07-16,16:46:03,derekawa,Anya so cute
2022-07-16,16:46:04,Law720_o,LUL
2022-07-16,16:46:05,nuundavid_,@Deltapope1 YOU ARE so beetiful girl you make me wanna kill myself kill myself
2022-07-16,16:46:06,hansanze,its 5 breads daph NODDERS
2022-07-16,16:46:08,Vexiann36,5 MILFS BogU
2022-07-16,16:46:11,rosskill69,daphHeart daphHeart daphHeart daphHeart daphHeart daphHeart daphHeart daphHeart
2022-07-16,16:46:13,when_ai_die,lulWut
2022-07-16,16:46:13,BoggsBot,reeferSad ran out of reefers
2022-07-16,16:46:13,jaaawn,atpSuspect
2022-07-16,16:46:13,omniknighte,Lol
2022-07-16,16:46:13,kcowpie,cool giga stream
2022-07-16,16:46:14,mtw231,lulWut
2022-07-16,16:46:17,cokepepsi101,5 milks cool
2022-07-16,16:46:17,sgt_cheems,lulWut
2022-07-16,16:46:18,KiNG_wzrd47,OMEGALUL
2022-07-16,16:46:18,SandyPajamas,lulWut
2022-07-16,16:46:19,PurpleKun,does ace watch anime?
2022-07-16,16:46:19,detectpurp,spyxfamily overrated af
2022-07-16,16:46:19,ttttttttttong,lulWut
2022-07-16,16:46:19,K3lp_Juice,KEKW
2022-07-16,16:46:19,thebombdevil,OMEGALUL
2022-07-16,16:46:19,moorigold,lulWut
2022-07-16,16:46:20,sock_o,is Daph a Duck Vtuber?
2022-07-16,16:46:20,shakybake,OMEGALUL
2022-07-16,16:46:20,MechLord,buy guam to form gu4m squad
2022-07-16,16:46:21,amundporta,atpSuspect
2022-07-16,16:46:21,KouMatsuoka,OMEGALUL
2022-07-16,16:46:21,stilinski_90,@rosskill69 hhhhhhh
2022-07-16,16:46:21,Stikz115,OMEGALUL
2022-07-16,16:46:21,rchyuan,KEKW
2022-07-16,16:46:21,gimme_wantan,OMEGALUL
2022-07-16,16:46:22,Kingssword9,"wait a bit longer, 5 usd is already 50% towards that goal"
2022-07-16,16:46:22,aran_k7,OMEGALUL
2022-07-16,16:46:23,Viormash,OMEGALUL
2022-07-16,16:46:23,AoRailgun,OMEGALUL
2022-07-16,16:46:23,Frith_tr,OMEGALUL
2022-07-16,16:46:23,Law720_o,LULW
2022-07-16,16:46:24,babaducke,OMEGALUL
2022-07-16,16:46:24,itssid_,OMEGALUL
2022-07-16,16:46:25,a_m_i_m_i_r,OMEGALUL
2022-07-16,16:46:25,illusiveSaint,atpRtsuspectd no
2022-07-16,16:46:26,noemii,OMEGALUL
2022-07-16,16:46:26,tuskrr,OMEGALUL
2022-07-16,16:46:26,gorlork,daphJR Mayncwaft
2022-07-16,16:46:27,Miraeiz,OMEGALUL
2022-07-16,16:46:27,sproggidy,OMEGALUL
2022-07-16,16:46:27,thebombdevil,KEKW
2022-07-16,16:46:27,yui__iuy,OMEGALUL
2022-07-16,16:46:28,BoggsBot,pepeWJAM
2022-07-16,16:46:28,heIblind,OMEGALUL
2022-07-16,16:46:29,itssid_,LOL
